,ligacao_consumidor,nota_consumidor,custo_do_produto,compras_anteriores,desconto_oferecido,peso_em_gms,bloco_deposito_A,bloco_deposito_B,bloco_deposito_C,bloco_deposito_D,bloco_deposito_F,forma_envio_Flight,forma_envio_Road,forma_envio_Ship,genero_consumidor_F,genero_consumidor_M,importancia_produto_high,importancia_produto_low,importancia_produto_medium
45,5,1,210,3,9,2944,0,1,0,0,0,0,0,1,1,0,0,1,0
10737,5,3,229,5,1,1424,0,1,0,0,0,0,0,1,1,0,0,1,0
3906,4,4,272,5,3,5243,0,0,0,1,0,0,0,1,1,0,0,1,0
87,6,2,278,3,3,2974,0,1,0,0,0,0,0,1,1,0,0,0,1
1744,3,1,234,3,60,2596,0,0,1,0,0,0,0,1,1,0,1,0,0
2203,3,3,154,4,62,1616,0,0,0,0,1,1,0,0,1,0,0,0,1
4586,3,1,145,3,10,4364,1,0,0,0,0,0,0,1,1,0,1,0,0
2527,3,5,198,3,2,3417,0,0,0,0,1,0,0,1,0,1,0,1,0
2464,5,3,167,2,3,1140,0,0,1,0,0,1,0,0,0,1,0,1,0
10782,2,1,240,2,8,1144,0,0,0,1,0,0,0,1,0,1,0,1,0
2358,3,2,213,2,22,3248,0,0,0,1,0,0,0,1,0,1,0,1,0
10048,3,1,171,4,6,5398,0,0,1,0,0,0,0,1,1,0,0,0,1
5499,6,4,256,4,9,1676,0,1,0,0,0,0,0,1,1,0,0,1,0
9001,3,3,200,3,3,5739,0,0,0,0,1,0,0,1,0,1,0,1,0
8955,2,2,247,3,4,4686,0,1,0,0,0,0,0,1,1,0,0,1,0
8379,4,1,200,3,5,4120,0,1,0,0,0,0,0,1,1,0,0,0,1
1552,4,1,211,2,44,3099,0,0,1,0,0,0,0,1,1,0,0,0,1
5324,4,3,175,3,4,5784,1,0,0,0,0,0,1,0,1,0,0,0,1
1505,4,2,229,4,32,3518,0,0,0,0,1,1,0,0,1,0,0,1,0
8614,6,3,260,4,4,1358,0,0,1,0,0,0,1,0,0,1,0,1,0
6349,3,3,237,4,8,5761,0,0,0,0,1,0,0,1,1,0,0,1,0
7158,6,1,305,4,5,1588,0,0,0,1,0,0,0,1,0,1,0,1,0
7089,3,3,203,3,8,5929,0,1,0,0,0,0,0,1,1,0,0,0,1
8575,3,1,269,8,4,4290,0,0,0,0,1,0,0,1,1,0,0,0,1
1998,4,4,168,3,35,1434,0,0,0,1,0,0,0,1,1,0,0,1,0
1584,2,2,182,2,14,3751,0,0,0,1,0,0,0,1,1,0,0,0,1
9030,6,2,240,6,3,5967,0,0,0,1,0,0,1,0,0,1,0,1,0
9613,4,4,256,3,5,5399,0,0,0,0,1,0,0,1,1,0,0,1,0
10926,5,3,219,5,6,1553,0,0,0,1,0,0,0,1,1,0,0,1,0
6906,4,5,249,5,3,1530,0,0,0,1,0,0,0,1,0,1,0,0,1
985,6,1,172,6,50,1052,0,0,0,0,1,0,0,1,1,0,1,0,0
5165,5,5,171,3,8,4227,0,0,0,0,1,0,0,1,0,1,0,1,0
9870,3,4,194,3,7,4565,0,0,0,1,0,1,0,0,0,1,0,0,1
10325,3,2,188,5,7,5673,0,0,0,0,1,0,0,1,0,1,0,0,1
10721,5,1,234,5,8,1837,0,0,0,0,1,0,0,1,0,1,0,0,1
1498,4,5,162,2,62,1650,0,0,1,0,0,0,1,0,0,1,0,0,1
10535,4,1,211,3,7,4083,0,0,0,0,1,0,1,0,1,0,0,0,1
2533,3,4,229,3,46,3223,0,0,0,0,1,0,0,1,1,0,0,0,1
5307,3,5,133,3,7,4314,0,1,0,0,0,0,0,1,0,1,0,0,1
6536,5,2,232,3,1,1187,1,0,0,0,0,0,0,1,1,0,0,1,0
8214,3,5,172,3,7,4929,0,0,0,1,0,0,1,0,1,0,0,0,1
4362,4,3,217,2,2,5442,0,0,0,1,0,0,1,0,1,0,0,0,1
3157,4,2,246,3,7,5616,0,0,0,0,1,1,0,0,1,0,0,1,0
9857,4,5,270,3,1,4131,0,0,0,0,1,0,1,0,0,1,0,1,0
7247,3,2,185,4,8,5545,0,0,0,0,1,0,1,0,1,0,0,1,0
7757,4,3,254,5,3,1248,0,0,0,0,1,0,0,1,1,0,0,1,0
4360,4,5,142,2,2,5150,0,0,1,0,0,0,1,0,0,1,0,1,0
9033,3,1,242,4,10,4809,0,1,0,0,0,0,1,0,0,1,0,1,0
2976,3,4,231,3,39,3792,0,0,0,1,0,0,0,1,0,1,0,0,1
5092,3,5,217,2,6,5182,0,0,1,0,0,0,0,1,1,0,0,0,1
5532,7,3,270,4,10,1211,0,0,0,1,0,0,0,1,1,0,0,0,1
1016,4,1,167,3,22,1403,1,0,0,0,0,0,0,1,1,0,1,0,0
7504,6,2,263,4,1,1258,0,0,1,0,0,0,0,1,1,0,0,1,0
4944,4,1,143,3,4,4283,0,0,0,1,0,1,0,0,0,1,0,0,1
1698,4,4,204,2,29,2941,0,0,0,1,0,0,0,1,0,1,0,1,0
10606,4,4,209,3,5,5979,0,0,1,0,0,0,0,1,1,0,1,0,0
8879,5,2,239,5,6,1310,0,0,0,0,1,0,1,0,1,0,0,0,1
7252,5,4,257,3,3,4895,0,0,1,0,0,0,1,0,1,0,0,0,1
7425,3,2,214,2,7,1693,0,1,0,0,0,0,0,1,0,1,0,0,1
4988,6,5,254,4,7,1674,1,0,0,0,0,0,0,1,0,1,0,1,0
1574,6,3,215,5,13,3899,1,0,0,0,0,0,0,1,0,1,0,1,0
10423,3,3,252,2,1,5707,0,0,0,0,1,1,0,0,0,1,1,0,0
6788,3,4,250,6,1,4543,1,0,0,0,0,0,0,1,0,1,0,0,1
1535,3,1,137,3,47,1611,0,0,0,0,1,0,0,1,0,1,0,1,0
135,3,5,157,3,4,1889,0,1,0,0,0,1,0,0,1,0,0,0,1
3620,3,3,158,2,10,4061,1,0,0,0,0,0,0,1,0,1,0,1,0
5413,4,5,199,2,8,4463,0,0,0,0,1,0,0,1,1,0,0,1,0
4480,2,1,210,2,6,5250,0,0,1,0,0,0,0,1,1,0,0,0,1
8284,6,5,229,8,2,4271,0,0,1,0,0,0,0,1,1,0,0,0,1
8151,4,3,163,3,10,5002,0,1,0,0,0,0,0,1,1,0,0,1,0
4918,3,3,162,2,7,5719,0,0,1,0,0,0,1,0,0,1,0,0,1
10992,5,1,236,5,3,1906,0,0,0,1,0,0,0,1,0,1,0,0,1
5804,4,3,136,3,7,5976,1,0,0,0,0,0,0,1,1,0,0,1,0
5649,3,5,214,3,6,5319,0,1,0,0,0,0,0,1,1,0,0,1,0
9564,4,4,222,3,2,5140,0,0,0,1,0,0,1,0,0,1,0,0,1
108,4,5,238,3,55,3257,0,0,0,1,0,0,0,1,1,0,1,0,0
8781,3,2,199,3,8,5431,0,1,0,0,0,1,0,0,1,0,0,1,0
576,4,1,230,3,40,2225,0,0,0,1,0,0,0,1,0,1,0,0,1
715,4,1,137,4,15,1391,0,0,0,0,1,0,0,1,0,1,1,0,0
1298,3,5,171,3,49,1333,1,0,0,0,0,0,0,1,1,0,0,1,0
10982,5,1,275,5,7,1623,1,0,0,0,0,0,0,1,0,1,0,1,0
8547,3,3,240,3,5,4888,0,1,0,0,0,0,0,1,1,0,0,1,0
1539,3,2,184,4,10,2972,0,1,0,0,0,0,0,1,1,0,0,0,1
1969,3,5,163,2,49,1034,0,0,0,0,1,0,0,1,1,0,0,1,0
7277,3,5,207,4,10,4092,0,0,0,0,1,1,0,0,0,1,0,1,0
7813,4,1,240,3,4,4787,0,0,0,0,1,1,0,0,1,0,0,1,0
4416,3,5,159,3,9,4555,0,0,0,1,0,0,0,1,0,1,0,0,1
166,5,2,141,3,34,1020,0,0,1,0,0,0,0,1,1,0,1,0,0
6272,6,5,279,4,7,1447,1,0,0,0,0,0,0,1,0,1,0,1,0
8489,3,5,261,3,10,4224,0,0,0,0,1,1,0,0,1,0,0,1,0
6312,6,2,161,4,10,1683,0,0,0,1,0,1,0,0,0,1,0,1,0
6383,6,5,261,5,1,5442,0,0,0,0,1,0,0,1,0,1,0,1,0
3795,3,5,252,3,4,4248,0,1,0,0,0,0,0,1,1,0,1,0,0
2125,3,1,152,2,25,1848,0,0,0,0,1,0,0,1,1,0,0,1,0
3666,4,4,274,3,3,4202,0,0,0,1,0,0,0,1,1,0,1,0,0
1061,4,2,199,3,64,2470,0,0,0,0,1,0,0,1,0,1,0,1,0
5152,3,1,134,3,10,4200,0,0,1,0,0,0,0,1,0,1,0,0,1
4032,3,5,193,3,2,4784,0,0,0,1,0,0,0,1,0,1,0,0,1
6354,5,4,140,4,3,4018,0,0,0,1,0,0,0,1,0,1,0,1,0
8915,7,4,270,4,5,1735,0,0,0,0,1,1,0,0,1,0,0,0,1
7733,6,3,301,4,2,1083,0,0,0,0,1,0,0,1,1,0,0,1,0
4431,4,2,257,3,8,5045,0,1,0,0,0,0,0,1,0,1,0,0,1
5733,3,2,170,2,2,4214,0,1,0,0,0,0,1,0,0,1,0,1,0
7041,4,1,268,3,8,5486,0,1,0,0,0,0,0,1,0,1,0,1,0
5064,3,5,162,2,4,4495,0,0,0,1,0,1,0,0,0,1,0,1,0
7885,4,1,139,3,7,5317,0,0,0,0,1,0,0,1,1,0,0,1,0
4106,6,1,274,5,8,4292,1,0,0,0,0,1,0,0,1,0,0,1,0
5403,5,3,192,3,6,4037,0,1,0,0,0,0,0,1,1,0,0,0,1
5663,4,2,266,2,8,5516,0,0,0,0,1,0,0,1,1,0,0,1,0
7604,3,5,224,3,6,5115,1,0,0,0,0,0,0,1,0,1,0,1,0
646,4,2,153,3,53,1185,0,0,1,0,0,0,0,1,1,0,0,0,1
3507,3,5,206,3,6,5618,0,1,0,0,0,0,0,1,1,0,0,0,1
7442,4,1,146,8,7,4576,1,0,0,0,0,0,0,1,0,1,0,1,0
9138,4,1,231,5,6,1231,0,0,0,1,0,0,0,1,0,1,0,0,1
1673,2,1,137,5,3,1037,0,0,0,0,1,0,0,1,1,0,0,0,1
3540,4,5,154,4,7,4938,0,0,0,1,0,0,1,0,0,1,0,0,1
10293,2,4,144,2,5,5867,0,1,0,0,0,0,0,1,0,1,0,0,1
5451,4,4,259,7,7,4408,0,1,0,0,0,0,0,1,0,1,0,0,1
5314,3,5,181,4,1,4971,0,0,1,0,0,0,0,1,1,0,1,0,0
2762,5,1,263,2,4,1092,1,0,0,0,0,0,0,1,1,0,0,0,1
6475,3,2,270,6,10,4725,0,0,0,0,1,0,0,1,1,0,0,0,1
9211,3,2,151,2,3,4759,0,0,0,0,1,0,0,1,1,0,0,1,0
5337,4,4,204,3,8,5614,0,1,0,0,0,0,1,0,0,1,0,0,1
6082,4,3,229,2,7,5364,0,0,1,0,0,0,0,1,0,1,0,0,1
9148,5,5,162,4,8,1311,0,0,1,0,0,0,0,1,0,1,0,1,0
9461,6,3,271,4,6,1934,0,0,0,0,1,1,0,0,1,0,0,1,0
2225,3,1,147,2,52,1934,0,0,0,0,1,0,0,1,0,1,0,0,1
10835,5,4,143,2,8,5291,0,0,0,0,1,1,0,0,1,0,0,1,0
4886,4,2,160,2,5,4343,1,0,0,0,0,0,0,1,1,0,1,0,0
668,5,1,179,3,62,1945,1,0,0,0,0,0,1,0,1,0,0,1,0
5077,3,2,200,4,4,4918,0,0,0,0,1,1,0,0,1,0,0,0,1
1350,4,1,202,3,59,2563,0,0,0,1,0,0,1,0,0,1,1,0,0
5817,2,1,207,4,1,5742,0,1,0,0,0,0,0,1,0,1,0,1,0
2592,4,1,190,3,32,2774,0,0,0,1,0,0,1,0,1,0,0,1,0
3330,6,3,224,6,8,5661,0,0,0,1,0,0,0,1,0,1,1,0,0
8014,4,1,263,5,8,1426,0,0,1,0,0,0,0,1,0,1,0,1,0
2920,5,3,157,4,1,1306,0,0,1,0,0,0,0,1,0,1,0,1,0
1475,4,3,271,3,59,2996,0,0,0,0,1,0,0,1,0,1,0,1,0
2879,4,1,195,2,19,2878,0,0,0,0,1,1,0,0,0,1,0,0,1
10487,5,2,254,5,4,1030,0,0,0,0,1,0,0,1,1,0,0,0,1
8332,6,3,246,4,8,1741,0,0,1,0,0,0,1,0,1,0,0,0,1
2564,4,2,252,3,43,3273,1,0,0,0,0,0,0,1,1,0,0,0,1
8099,5,1,282,5,6,5182,0,0,0,0,1,1,0,0,0,1,0,1,0
4169,2,5,264,2,9,5898,0,0,0,0,1,0,0,1,0,1,0,1,0
816,4,1,176,3,36,1891,0,0,0,1,0,0,1,0,1,0,0,0,1
2574,4,1,189,2,63,3474,0,0,0,1,0,0,0,1,1,0,0,0,1
6140,3,2,234,3,10,4781,1,0,0,0,0,0,1,0,1,0,0,1,0
9054,5,5,169,3,2,5942,0,0,0,1,0,1,0,0,0,1,0,0,1
3513,3,2,262,4,1,4745,0,1,0,0,0,0,0,1,0,1,0,1,0
10621,4,1,132,2,1,5025,0,0,0,0,1,0,0,1,0,1,0,0,1
2612,3,2,149,2,37,1699,1,0,0,0,0,1,0,0,0,1,0,0,1
7470,4,1,242,6,8,1419,0,0,0,1,0,0,0,1,0,1,0,1,0
2106,3,1,111,4,8,1620,0,0,0,1,0,0,0,1,1,0,0,1,0
2689,4,1,198,3,56,3135,0,0,0,0,1,0,0,1,1,0,0,0,1
2729,3,1,132,2,62,1909,0,0,0,0,1,0,1,0,0,1,0,0,1
8966,4,4,258,3,10,4958,1,0,0,0,0,0,0,1,0,1,1,0,0
3138,4,5,225,4,5,4622,0,0,0,1,0,0,1,0,0,1,0,0,1
5645,2,3,247,4,5,5725,0,0,0,0,1,0,0,1,0,1,0,1,0
5909,4,1,198,4,5,5182,0,0,0,0,1,0,0,1,1,0,0,1,0
1485,3,4,149,2,37,1080,0,1,0,0,0,0,1,0,1,0,0,0,1
3352,4,3,244,2,10,4486,0,0,1,0,0,0,0,1,0,1,0,1,0
7487,5,1,242,5,8,1382,0,0,0,0,1,0,0,1,0,1,0,0,1
10895,6,3,244,3,4,5277,0,0,0,0,1,0,0,1,0,1,0,0,1
5737,5,1,248,2,6,5281,0,0,0,0,1,0,1,0,1,0,0,1,0
2045,3,3,273,4,12,2151,0,0,0,0,1,0,1,0,0,1,0,1,0
3565,5,1,279,8,6,5888,0,0,0,0,1,1,0,0,1,0,0,1,0
2373,5,2,140,3,16,1969,0,1,0,0,0,0,0,1,1,0,0,0,1
8438,6,5,246,5,3,4660,1,0,0,0,0,0,0,1,1,0,1,0,0
1115,4,2,272,2,21,3271,0,0,0,0,1,0,0,1,0,1,0,1,0
1049,6,5,237,5,63,2573,0,0,0,0,1,0,0,1,1,0,1,0,0
2790,2,5,282,5,63,1173,0,0,0,1,0,0,0,1,0,1,0,1,0
6214,6,5,295,4,1,1159,0,0,1,0,0,0,0,1,0,1,0,0,1
1280,3,4,179,3,57,1582,1,0,0,0,0,0,0,1,0,1,1,0,0
7354,3,5,265,4,8,5087,0,0,1,0,0,0,0,1,1,0,0,1,0
522,6,5,212,2,38,2359,0,0,0,1,0,0,1,0,0,1,0,0,1
6204,5,4,216,4,8,5878,0,0,0,1,0,0,0,1,1,0,0,0,1
8186,4,2,156,4,2,5795,1,0,0,0,0,0,0,1,1,0,0,0,1
1496,5,2,156,4,39,1204,1,0,0,0,0,0,1,0,0,1,0,0,1
8184,4,4,188,4,10,4571,0,0,0,1,0,0,0,1,1,0,0,1,0
8893,4,1,226,5,9,1530,0,0,0,0,1,0,1,0,0,1,0,1,0
2105,4,5,237,2,60,3427,0,0,0,0,1,0,0,1,1,0,0,0,1
4167,3,2,231,3,5,5046,0,1,0,0,0,0,0,1,1,0,0,1,0
2918,3,5,252,3,18,3701,1,0,0,0,0,0,0,1,0,1,0,1,0
6531,3,3,240,7,3,4385,0,1,0,0,0,0,0,1,0,1,0,0,1
4342,5,1,239,2,5,5759,0,0,1,0,0,0,0,1,0,1,0,1,0
10668,4,4,233,5,10,1173,0,0,0,1,0,0,1,0,1,0,0,1,0
10021,4,5,268,2,2,4721,0,0,0,0,1,0,0,1,0,1,0,1,0
5904,5,4,202,3,3,4559,0,0,0,1,0,1,0,0,1,0,0,1,0
5816,3,1,213,3,6,5535,1,0,0,0,0,0,0,1,1,0,1,0,0
6958,3,4,255,2,2,4504,0,0,1,0,0,0,0,1,0,1,0,1,0
9088,3,4,225,4,10,4460,0,0,1,0,0,0,0,1,0,1,0,1,0
1295,5,3,185,3,25,2503,0,0,0,0,1,0,0,1,0,1,0,1,0
6942,5,2,185,3,10,4354,0,0,0,1,0,0,0,1,0,1,0,1,0
4364,3,1,200,2,5,4884,1,0,0,0,0,0,1,0,1,0,0,1,0
9427,5,2,266,5,8,1367,0,0,0,0,1,0,1,0,0,1,0,0,1
1074,4,5,268,3,3,2758,0,0,0,1,0,0,1,0,1,0,0,0,1
8321,6,4,253,4,10,1248,0,0,0,0,1,0,0,1,0,1,0,0,1
10866,4,3,185,2,3,5914,0,0,0,1,0,0,0,1,0,1,0,1,0
8223,3,4,140,3,3,5300,0,1,0,0,0,1,0,0,0,1,0,1,0
7270,4,3,155,3,2,4534,0,0,1,0,0,1,0,0,1,0,1,0,0
10049,4,2,239,4,8,4039,0,0,0,0,1,0,0,1,0,1,0,0,1
5315,3,1,219,3,6,4893,0,0,0,0,1,0,0,1,0,1,0,0,1
4610,3,3,152,3,6,5749,1,0,0,0,0,0,0,1,0,1,0,1,0
9406,4,1,274,5,5,1581,0,0,1,0,0,0,0,1,1,0,0,1,0
1011,4,5,262,4,16,2871,0,1,0,0,0,0,0,1,0,1,0,1,0
6518,4,4,266,3,10,5221,1,0,0,0,0,0,0,1,0,1,0,1,0
10188,5,4,243,5,4,1813,0,0,0,1,0,0,0,1,1,0,0,0,1
2287,3,1,215,6,5,3432,0,0,0,0,1,0,0,1,0,1,1,0,0
6184,5,5,266,5,9,4500,0,0,1,0,0,0,0,1,1,0,0,1,0
7572,3,5,194,3,6,4295,0,0,0,1,0,0,0,1,0,1,0,1,0
4502,4,5,148,8,6,5700,1,0,0,0,0,0,1,0,0,1,0,0,1
10763,5,1,259,5,7,1871,0,0,0,0,1,0,0,1,1,0,0,1,0
2080,3,4,196,3,52,2129,0,0,1,0,0,0,0,1,1,0,0,1,0
7038,6,1,264,3,5,4435,0,0,0,1,0,0,0,1,1,0,1,0,0
1878,3,1,136,2,61,1509,0,0,0,1,0,0,0,1,1,0,0,0,1
8699,3,1,162,3,7,5073,0,0,0,0,1,0,0,1,0,1,0,1,0
1184,3,5,148,10,35,1597,1,0,0,0,0,0,0,1,1,0,1,0,0
3035,5,2,184,2,27,3276,0,0,0,0,1,0,0,1,0,1,0,0,1
7258,3,5,252,2,2,4888,0,0,1,0,0,1,0,0,0,1,0,1,0
6206,3,2,177,4,3,4199,1,0,0,0,0,0,0,1,1,0,0,1,0
9324,6,1,191,5,8,5156,0,0,0,1,0,1,0,0,0,1,0,1,0
630,3,1,155,3,27,1022,0,0,0,1,0,0,0,1,1,0,0,0,1
7890,3,2,262,2,7,5141,0,0,0,1,0,0,0,1,0,1,0,1,0
9952,7,4,284,4,3,1751,0,0,1,0,0,0,0,1,0,1,0,1,0
8695,3,1,187,3,7,4607,0,0,0,0,1,0,0,1,0,1,0,0,1
7750,7,1,257,4,1,1405,0,0,1,0,0,0,0,1,0,1,0,1,0
10611,5,3,262,5,7,4157,0,1,0,0,0,0,0,1,0,1,0,1,0
10246,3,1,259,4,9,4084,0,0,1,0,0,0,0,1,1,0,0,1,0
7312,2,3,197,2,2,4277,0,0,1,0,0,0,0,1,1,0,0,0,1
9408,5,5,222,6,1,1962,0,0,0,1,0,0,0,1,0,1,0,1,0
1458,3,2,231,3,55,3952,0,0,0,1,0,0,0,1,0,1,0,1,0
1943,4,4,224,2,31,2084,0,0,0,0,1,0,0,1,1,0,1,0,0
7783,6,5,244,3,9,5634,0,0,0,0,1,0,1,0,0,1,0,1,0
1808,4,1,151,5,28,1148,1,0,0,0,0,0,0,1,0,1,1,0,0
921,4,4,209,8,46,3345,0,1,0,0,0,0,0,1,1,0,0,0,1
6027,4,1,245,5,8,1923,0,1,0,0,0,1,0,0,1,0,0,0,1
7947,4,1,254,7,5,4104,0,1,0,0,0,1,0,0,0,1,0,1,0
37,2,4,181,6,16,3605,0,0,0,0,1,0,0,1,1,0,0,0,1
5129,2,1,108,3,4,5924,0,0,0,0,1,0,0,1,0,1,0,1,0
4293,4,2,258,3,10,4643,0,1,0,0,0,0,0,1,0,1,1,0,0
6606,4,4,138,3,7,1597,0,0,0,1,0,0,0,1,1,0,0,0,1
10749,3,1,202,3,5,1556,0,1,0,0,0,0,0,1,0,1,0,0,1
1304,5,4,270,2,43,2971,1,0,0,0,0,0,0,1,1,0,1,0,0
7900,5,1,179,2,8,5198,0,0,1,0,0,0,0,1,0,1,0,1,0
8282,3,1,155,3,7,5709,1,0,0,0,0,0,0,1,1,0,0,0,1
3276,3,4,134,3,9,4230,0,0,0,1,0,0,1,0,1,0,0,0,1
1446,4,5,108,6,46,1882,0,0,0,1,0,0,0,1,0,1,0,0,1
7868,2,1,202,2,5,4456,1,0,0,0,0,0,0,1,1,0,0,0,1
5861,3,2,224,3,7,5896,0,0,0,0,1,0,0,1,1,0,0,1,0
9505,5,3,171,3,7,4946,0,0,0,0,1,0,0,1,1,0,0,1,0
7607,3,3,201,2,2,5361,0,0,0,0,1,0,0,1,1,0,0,1,0
7722,7,4,308,5,7,1563,0,0,0,1,0,0,0,1,1,0,0,0,1
8869,4,4,261,5,2,1829,0,0,0,0,1,0,0,1,1,0,0,0,1
720,5,3,170,3,12,1018,0,0,0,1,0,0,0,1,1,0,0,1,0
2986,5,1,236,3,10,1347,0,0,1,0,0,0,0,1,1,0,0,0,1
4218,3,5,243,3,5,4383,0,0,0,1,0,0,0,1,1,0,0,0,1
3097,4,4,168,3,53,1782,0,0,0,0,1,0,0,1,0,1,0,0,1
9897,3,5,220,3,5,4407,0,1,0,0,0,0,0,1,1,0,0,1,0
10584,5,5,187,3,5,4613,0,0,0,1,0,0,0,1,1,0,0,0,1
1853,3,3,190,7,7,2400,0,0,0,0,1,0,0,1,1,0,0,0,1
3159,3,1,162,8,10,5429,0,1,0,0,0,1,0,0,1,0,1,0,0
8885,6,4,253,4,6,1961,0,0,0,0,1,0,1,0,1,0,0,0,1
5648,3,3,232,4,4,4662,1,0,0,0,0,0,0,1,1,0,0,1,0
8951,6,5,150,3,3,5747,0,0,0,0,1,0,0,1,0,1,0,0,1
3155,3,4,149,3,1,5040,0,0,0,0,1,1,0,0,0,1,0,1,0
2209,4,4,218,4,45,3234,0,0,0,0,1,0,0,1,0,1,0,1,0
9499,2,2,156,4,9,4184,0,0,0,0,1,0,0,1,0,1,1,0,0
5588,4,4,189,4,9,5838,1,0,0,0,0,0,0,1,1,0,0,0,1
4641,3,5,193,3,1,5810,0,1,0,0,0,0,1,0,0,1,0,0,1
7412,6,5,250,4,8,1689,1,0,0,0,0,1,0,0,0,1,0,1,0
5317,3,5,232,2,8,5146,0,0,0,0,1,0,1,0,1,0,1,0,0
10447,6,5,268,4,7,1600,0,0,0,0,1,0,0,1,0,1,0,1,0
10608,3,1,133,3,10,5640,0,0,0,1,0,0,0,1,1,0,0,1,0
10093,3,1,173,2,1,5927,0,0,0,0,1,0,0,1,1,0,0,0,1
10087,4,1,219,2,6,5314,0,0,0,0,1,0,0,1,0,1,0,0,1
10845,4,5,272,4,9,5034,0,1,0,0,0,0,0,1,1,0,0,0,1
1047,3,4,257,3,56,2941,0,1,0,0,0,0,0,1,0,1,0,0,1
1902,3,5,271,4,51,1134,0,0,0,1,0,0,1,0,0,1,0,1,0
8122,6,3,155,2,1,4182,0,0,1,0,0,0,0,1,1,0,0,0,1
10460,4,2,267,5,3,1933,1,0,0,0,0,0,0,1,0,1,0,1,0
890,3,4,266,2,33,3798,1,0,0,0,0,0,0,1,1,0,1,0,0
3924,5,1,181,2,4,5578,0,0,0,1,0,0,0,1,1,0,0,0,1
180,4,1,161,7,18,1294,0,0,0,1,0,0,0,1,1,0,0,0,1
1709,3,3,152,2,32,1665,0,0,0,0,1,0,0,1,0,1,0,1,0
10659,4,4,259,5,5,1065,0,1,0,0,0,0,1,0,1,0,0,1,0
118,2,5,263,3,5,2947,0,0,1,0,0,0,1,0,1,0,0,1,0
6565,5,2,259,5,3,1724,0,0,0,0,1,0,1,0,1,0,0,1,0
2895,3,5,152,2,6,1800,0,1,0,0,0,0,0,1,1,0,0,0,1
7230,4,3,171,2,10,5211,0,0,0,1,0,0,0,1,0,1,0,0,1
1708,4,2,213,4,37,2184,0,0,1,0,0,0,0,1,1,0,0,1,0
1420,5,4,230,3,39,3989,0,0,1,0,0,0,0,1,1,0,0,1,0
7123,4,1,168,2,8,5276,0,0,0,0,1,1,0,0,1,0,0,0,1
58,5,5,141,3,41,1367,0,0,1,0,0,0,0,1,0,1,1,0,0
3694,3,1,138,3,7,5534,0,0,1,0,0,1,0,0,1,0,0,0,1
471,4,3,244,3,8,3318,0,1,0,0,0,0,0,1,0,1,0,0,1
2449,4,5,225,4,48,2767,0,0,0,0,1,0,1,0,0,1,0,1,0
5504,6,2,282,4,8,1553,1,0,0,0,0,0,0,1,0,1,0,0,1
9908,4,5,258,5,2,1481,1,0,0,0,0,0,0,1,0,1,0,0,1
5445,3,5,252,4,7,5328,0,1,0,0,0,0,0,1,1,0,0,1,0
7541,4,4,265,3,9,5508,0,0,0,0,1,1,0,0,0,1,0,1,0
5080,5,3,217,2,4,5588,0,0,1,0,0,1,0,0,1,0,0,1,0
10570,5,1,262,2,4,5761,0,0,1,0,0,0,0,1,0,1,0,0,1
1410,3,4,110,3,55,1281,0,0,0,1,0,0,0,1,1,0,0,1,0
8503,3,1,202,2,10,4412,0,0,0,0,1,1,0,0,1,0,0,0,1
5642,4,4,193,3,5,5090,1,0,0,0,0,0,0,1,0,1,0,1,0
1276,5,3,169,4,37,1290,0,0,1,0,0,0,0,1,1,0,0,0,1
10292,4,2,210,3,10,5354,1,0,0,0,0,0,0,1,1,0,0,0,1
5745,4,3,189,3,4,4410,0,1,0,0,0,0,1,0,1,0,0,0,1
1313,2,5,186,2,17,3896,0,0,0,0,1,0,0,1,0,1,0,1,0
8382,4,3,173,4,9,5672,0,0,0,1,0,0,0,1,0,1,0,1,0
7100,5,4,262,6,1,1177,1,0,0,0,0,0,1,0,1,0,0,0,1
1309,4,3,197,3,20,3617,0,0,0,0,1,0,0,1,1,0,0,1,0
4019,3,5,226,3,8,5203,0,0,0,0,1,0,0,1,0,1,0,1,0
775,3,1,270,3,61,3582,0,0,0,0,1,0,0,1,1,0,0,0,1
3289,2,5,172,2,7,4649,0,0,0,0,1,1,0,0,0,1,0,1,0
10073,4,4,264,3,6,5959,0,0,0,0,1,0,0,1,0,1,0,1,0
10473,5,5,254,5,7,1967,0,1,0,0,0,0,0,1,0,1,0,1,0
9794,5,1,226,2,6,5395,1,0,0,0,0,0,0,1,0,1,0,0,1
6602,5,5,246,5,6,1053,1,0,0,0,0,0,0,1,0,1,0,0,1
5409,5,5,186,4,9,5592,0,1,0,0,0,0,0,1,1,0,0,0,1
7979,4,4,272,2,7,4042,0,0,0,0,1,0,0,1,0,1,0,1,0
2275,3,1,155,3,49,1203,0,0,0,0,1,0,0,1,0,1,0,1,0
7790,3,1,151,2,7,4437,1,0,0,0,0,0,1,0,1,0,0,1,0
2204,4,3,255,5,18,3644,1,0,0,0,0,1,0,0,0,1,0,1,0
7927,5,5,218,5,5,4303,0,0,0,0,1,0,1,0,0,1,0,1,0
3130,6,5,246,4,50,3618,0,0,1,0,0,0,1,0,0,1,0,0,1
9757,2,5,249,3,3,4169,0,0,0,0,1,0,0,1,1,0,0,1,0
8830,5,5,239,5,6,1887,0,0,1,0,0,0,0,1,0,1,0,1,0
3739,3,5,159,3,1,4314,0,0,0,0,1,0,0,1,1,0,0,0,1
